I1,I2,N1,N2,N3
0.04805,0.04805,1.0,0.87011,1.0
0.04805,0.04805,1.0,0.86393,1.0
0.04805,0.04805,1.0,0.893,1.0
0.04805,0.04805,1.0,0.914,1.0
0.048048,0.048047,1.0,0.79615,1.0
0.047511,0.04751,1.0,0.66274,1.0
0.046314,0.046313,1.0,0.68443,1.0
0.044967,0.044967,1.0,0.75186,1.0
0.043652,0.043652,1.0,0.80043,1.0
0.042512,0.042512,0.99744,0.82644,1.0
0.04165,0.04165,0.99251,0.83814,1.0
0.041119,0.041118,0.98879,0.84662,1.0
0.040937,0.040937,0.98746,0.84848,1.0
4.2223e-05,4.2223e-05,0.0,0.5,1.0
0.00072753,0.00072753,0.0018737,0.93568,1.0
0.0060833,0.0060833,0.010131,0.93537,1.0
0.020326,0.020326,0.030892,0.93499,1.0
0.03719,0.03719,0.065069,0.92265,1.0
0.046265,0.046265,0.10711,0.89526,1.0
0.04805,0.04805,0.15196,0.87014,0.99999
0.04805,0.04805,0.19824,0.85367,0.9999
0.04805,0.04805,0.24595,0.8388,0.9999
0.04805,0.04805,0.29543,0.86277,0.99999
0.047888,0.047888,0.3472,0.86324,1.0
0.04752,0.04752,0.40176,0.77227,1.0
0.047314,0.047314,0.45954,0.69167,1.0
0.047524,0.047524,0.52085,0.68176,1.0
0.047892,0.047892,0.58586,0.77133,1.0
0.04805,0.04805,0.65464,0.91483,1.0
0.04805,0.04805,0.72719,0.97272,1.0
0.04805,0.04805,0.80341,0.94811,1.0
0.04805,0.04805,0.88314,0.91084,1.0
0.04805,0.04805,0.96193,0.87748,1.0
0.04805,0.04805,1.0,0.86635,1.0
0.04805,0.04805,1.0,0.893,1.0
0.04805,0.04805,1.0,0.93095,1.0
0.04805,0.048049,1.0,0.87661,1.0
0.047861,0.04786,1.0,0.72268,1.0
0.047068,0.047068,1.0,0.65319,1.0
0.04577,0.04577,1.0,0.72537,1.0
0.044292,0.044292,1.0,0.83146,1.0
0.042735,0.042735,1.0,0.91092,1.0
0.041284,0.041284,1.0,0.94182,1.0
0.040111,0.040111,1.0,0.94036,1.0
0.039351,0.039351,1.0,0.93547,1.0
0.039088,0.039088,1.0,0.93335,1.0
4.3885e-05,4.3885e-05,0.0,0.5,1.0
0.00075585,0.00075585,0.0019214,0.93683,1.0
0.0062829,0.0062829,0.010385,0.93649,1.0
0.020787,0.020787,0.031603,0.93626,1.0
0.03769,0.03769,0.066331,0.92507,1.0
0.046477,0.046477,0.10879,0.90053,1.0
0.04805,0.04805,0.15393,0.88068,0.99999
0.04805,0.04805,0.2004,0.87281,0.99988
0.04805,0.04805,0.24816,0.86213,0.99988
0.04805,0.04805,0.29753,0.86524,0.99999
0.048012,0.048012,0.34896,0.8821,1.0
0.047748,0.047748,0.40294,0.80081,1.0
0.047417,0.047417,0.4599,0.68241,1.0
0.047375,0.047375,0.52018,0.65221,1.0
0.047661,0.047661,0.584,0.69941,1.0
0.047966,0.047966,0.65146,0.82128,1.0
0.04805,0.04805,0.72257,0.92435,1.0
0.04805,0.04805,0.79725,0.94422,1.0
0.04805,0.04805,0.87536,0.91191,1.0
0.04805,0.04805,0.95578,0.87857,1.0
0.04805,0.04805,0.99815,0.88844,1.0
0.04805,0.04805,1.0,0.914,1.0
0.04805,0.048049,1.0,0.87661,1.0
0.047909,0.047909,1.0,0.75624,1.0
0.047353,0.047353,1.0,0.66356,1.0
0.04636,0.04636,1.0,0.68914,1.0
0.04503,0.045029,1.0,0.79926,1.0
0.043397,0.043397,1.0,0.90451,1.0
0.041603,0.041603,1.0,0.9368,1.0
0.039843,0.039843,1.0,0.9121,1.0
0.038344,0.038344,1.0,0.87633,1.0
0.037336,0.037336,1.0,0.85168,1.0
0.036983,0.036983,1.0,0.84392,1.0
4.5428e-05,4.5428e-05,0.0,0.5,1.0
0.00078211,0.00078211,0.0019661,0.94114,1.0
0.0064656,0.0064656,0.010622,0.94084,1.0
0.0212,0.0212,0.032264,0.94103,1.0
0.038128,0.038128,0.067501,0.93183,1.0
0.046659,0.046659,0.11035,0.9112,1.0
0.04805,0.04805,0.15576,0.89835,0.99998
0.04805,0.04805,0.20242,0.90427,0.99986
0.04805,0.04805,0.25026,0.91027,0.99986
0.04805,0.04805,0.29953,0.89172,0.99998
0.04805,0.04805,0.35066,0.87861,1.0
0.047955,0.047955,0.40408,0.84189,1.0
0.047661,0.047661,0.46022,0.7267,1.0
0.04741,0.04741,0.51941,0.63835,1.0
0.047462,0.047462,0.58194,0.63255,1.0
0.047733,0.047733,0.64793,0.69267,1.0
0.047976,0.047976,0.71742,0.83772,1.0
0.04805,0.04805,0.79037,0.95291,1.0
0.04805,0.04805,0.86664,0.92231,1.0
0.04805,0.04805,0.94606,0.84815,1.0
0.04805,0.04805,0.99327,0.8238,1.0
0.048048,0.048047,1.0,0.79615,1.0
0.047861,0.04786,1.0,0.72268,1.0
0.047353,0.047353,1.0,0.66356,1.0
0.046563,0.046562,1.0,0.68126,1.0
0.045465,0.045464,1.0,0.77552,1.0
0.044013,0.044012,1.0,0.891,1.0
0.042214,0.042214,1.0,0.92381,1.0
0.040182,0.040183,1.0,0.8694,1.0
0.038113,0.038113,1.0,0.80847,1.0
0.036278,0.036279,1.0,0.7706,1.0
0.035005,0.035006,1.0,0.74986,1.0
0.034552,0.034553,1.0,0.74345,1.0
4.6848e-05,4.6848e-05,0.0,0.5,1.0
0.0008062,0.0008062,0.0020074,0.95003,1.0
0.0066314,0.0066314,0.010841,0.94973,1.0
0.021569,0.021569,0.032874,0.95031,1.0
0.038509,0.038509,0.068577,0.94268,1.0
0.046813,0.046813,0.11178,0.9246,1.0
0.04805,0.04805,0.15744,0.91516,0.99998
0.04805,0.04805,0.20429,0.92688,0.99985
0.04805,0.04805,0.25222,0.94193,0.99986
0.04805,0.04805,0.30143,0.91941,0.99998
0.04805,0.04805,0.35229,0.8472,1.0
0.04805,0.04805,0.4052,0.85192,1.0
0.047908,0.047908,0.46055,0.79001,1.0
0.0476,0.0476,0.51867,0.64829,1.0
0.047395,0.047395,0.57984,0.61924,1.0
0.047435,0.047434,0.64426,0.63712,1.0
0.047623,0.047623,0.712,0.72521,1.0
0.047778,0.047778,0.78304,0.8169,1.0
0.047843,0.047842,0.85731,0.79615,1.0
0.047828,0.047827,0.93464,0.73297,1.0
0.04771,0.04771,0.98703,0.69498,1.0
0.047511,0.04751,1.0,0.66274,1.0
0.047068,0.047068,1.0,0.65319,1.0
0.04636,0.04636,1.0,0.68914,1.0
0.045465,0.045464,1.0,0.77552,1.0
0.044249,0.044249,1.0,0.89237,1.0
0.04265,0.04265,1.0,0.93876,1.0
0.040671,0.040671,1.0,0.87609,1.0
0.038394,0.038395,1.0,0.79502,1.0
0.036007,0.036007,1.0,0.74563,1.0
0.03382,0.033821,1.0,0.71807,1.0
0.032261,0.032262,1.0,0.70311,1.0
0.031698,0.031699,1.0,0.69829,1.0
4.8138e-05,4.8138e-05,0.0,0.5,1.0
0.00082804,0.00082804,0.0020452,0.9642,1.0
0.0067801,0.0067801,0.011041,0.96379,1.0
0.021894,0.021894,0.033431,0.96476,1.0
0.038836,0.038836,0.069556,0.95899,1.0
0.046943,0.046943,0.11309,0.9438,1.0
0.04805,0.04805,0.15898,0.93673,0.99997
0.04805,0.04805,0.20602,0.94984,0.99985
0.04805,0.04805,0.25404,0.96465,0.99986
0.04805,0.04805,0.30323,0.95466,0.99998
0.04805,0.04805,0.35388,0.89504,1.0
0.04805,0.04805,0.40634,0.85641,1.0
0.048027,0.048027,0.46095,0.85223,1.0
0.047829,0.047829,0.51805,0.73567,1.0
0.047485,0.047485,0.57789,0.61987,1.0
0.04723,0.04723,0.6407,0.61671,1.0
0.047126,0.047125,0.7066,0.63803,1.0
0.047109,0.047109,0.77563,0.65662,1.0
0.04709,0.04709,0.84774,0.66007,1.0
0.046976,0.046975,0.92281,0.66158,1.0
0.046716,0.046716,0.98054,0.66827,1.0
0.046314,0.046313,1.0,0.68443,1.0
0.04577,0.04577,1.0,0.72537,1.0
0.04503,0.045029,1.0,0.79926,1.0
0.044013,0.044012,1.0,0.891,1.0
0.04265,0.04265,1.0,0.93876,1.0
0.040886,0.040886,1.0,0.88985,1.0
0.038703,0.038704,1.0,0.80247,1.0
0.036158,0.036158,1.0,0.74433,1.0
0.033425,0.033426,1.0,0.71113,1.0
0.030855,0.030856,1.0,0.69161,1.0
0.028977,0.028978,1.0,0.68063,1.0
0.028287,0.028288,1.0,0.67691,1.0
4.9289e-05,4.9289e-05,0.0,0.5,1.0
0.00084751,0.00084751,0.0020793,0.97726,1.0
0.0069114,0.0069114,0.011222,0.97674,1.0
0.022176,0.022176,0.03393,0.97803,1.0
0.039114,0.039114,0.070433,0.97458,1.0
0.047051,0.047051,0.11426,0.96362,1.0
0.04805,0.04805,0.16037,0.95955,0.99997
0.04805,0.04805,0.20758,0.97146,0.99984
0.04805,0.04805,0.25572,0.97851,0.99985
0.04805,0.04805,0.30491,0.9735,0.99998
0.04805,0.04805,0.35542,0.96156,1.0
0.04805,0.04805,0.40752,0.90887,1.0
0.04805,0.04805,0.4615,0.88009,1.0
0.04799,0.04799,0.51766,0.83685,1.0
0.04769,0.04769,0.57626,0.68945,1.0
0.047234,0.047234,0.63753,0.59646,1.0
0.046845,0.046844,0.7016,0.60036,1.0
0.046517,0.046517,0.76857,0.61653,1.0
0.04621,0.04621,0.83843,0.63541,1.0
0.04588,0.045879,0.91108,0.66029,1.0
0.04548,0.045479,0.97405,0.6962,1.0
0.044967,0.044967,1.0,0.75186,1.0
0.044292,0.044292,1.0,0.83146,1.0
0.043397,0.043397,1.0,0.90451,1.0
0.042214,0.042214,1.0,0.92381,1.0
0.040671,0.040671,1.0,0.87609,1.0
0.038703,0.038704,1.0,0.80247,1.0
0.036273,0.036273,1.0,0.74693,1.0
0.03341,0.03341,1.0,0.71259,1.0
0.03028,0.030281,1.0,0.6913,1.0
0.027268,0.027269,1.0,0.67834,1.0
0.025014,0.025015,1.0,0.67085,1.0
0.024173,0.024173,1.0,0.66818,1.0
5.0293e-05,5.0293e-05,0.0,0.5,1.0
0.00086444,0.00086444,0.0021091,0.987,1.0
0.0070245,0.0070245,0.01138,0.98641,1.0
0.022416,0.022416,0.034367,0.98781,1.0
0.039344,0.039344,0.0712,0.98548,1.0
0.047138,0.047138,0.11528,0.97687,1.0
0.04805,0.04805,0.1616,0.97399,0.99997
0.04805,0.04805,0.20897,0.9828,0.99984
0.04805,0.04805,0.25722,0.97904,0.99985
0.04805,0.04805,0.30646,0.95322,0.99998
0.04805,0.04805,0.35689,0.95191,1.0
0.04805,0.04805,0.40872,0.95646,1.0
0.04805,0.04805,0.46219,0.86527,1.0
0.04805,0.04805,0.51755,0.85984,1.0
0.04791,0.04791,0.57505,0.77064,1.0
0.047434,0.047434,0.63492,0.59204,1.0
0.04682,0.046819,0.69729,0.58439,1.0
0.046259,0.046259,0.76228,0.59886,1.0
0.045685,0.045685,0.8299,0.61925,1.0
0.045081,0.04508,0.90009,0.65086,1.0
0.044417,0.044416,0.96791,0.70532,1.0
0.043652,0.043652,1.0,0.80044,1.0
0.042735,0.042735,1.0,0.91092,1.0
0.041603,0.041603,1.0,0.9368,1.0
0.040182,0.040183,1.0,0.8694,1.0
0.038394,0.038395,1.0,0.79502,1.0
0.036158,0.036158,1.0,0.74433,1.0
0.03341,0.03341,1.0,0.71259,1.0
0.030153,0.030153,1.0,0.6926,0.99998
0.026539,0.02654,1.0,0.68046,0.99998
0.022991,0.022992,1.0,0.67393,0.99998
0.020275,0.020276,1.0,0.67072,0.99998
0.019244,0.019244,1.0,0.66963,0.99998
5.113e-05,5.113e-05,0.0,0.5,1.0
0.00087855,0.00087855,0.0021342,0.9934,1.0
0.007118,0.007118,0.011513,0.9927,1.0
0.022612,0.022612,0.034733,0.99411,1.0
0.039529,0.039529,0.071842,0.99265,1.0
0.047206,0.047206,0.11614,0.98606,1.0
0.04805,0.04805,0.16262,0.98433,0.99996
0.04805,0.04805,0.21015,0.98963,0.99984
0.04805,0.04805,0.25852,0.97736,0.99985
0.04805,0.04805,0.30782,0.93763,0.99998
0.04805,0.04805,0.35822,0.91114,1.0
0.04805,0.04805,0.40988,0.92638,1.0
0.04805,0.04805,0.46296,0.89913,1.0
0.04805,0.04805,0.51768,0.86601,1.0
0.04803,0.04803,0.57427,0.80268,1.0
0.047667,0.047666,0.63293,0.65399,1.0
0.046951,0.04695,0.69382,0.57893,1.0
0.046201,0.0462,0.75704,0.5865,1.0
0.045408,0.045408,0.8226,0.6073,1.0
0.04454,0.044539,0.89047,0.64059,1.0
0.043583,0.043582,0.95993,0.70283,1.0
0.042512,0.042512,0.99744,0.82644,1.0
0.041284,0.041284,1.0,0.94182,1.0
0.039843,0.039843,1.0,0.9121,1.0
0.038113,0.038113,1.0,0.80847,1.0
0.036007,0.036007,1.0,0.74563,1.0
0.033425,0.033426,1.0,0.71113,1.0
0.03028,0.030281,1.0,0.6913,1.0
0.026539,0.02654,1.0,0.68046,0.99998
0.022335,0.022336,1.0,0.67635,0.99993
0.018134,0.018134,1.0,0.67765,0.99989
0.014849,0.01485,1.0,0.68143,0.99989
0.01358,0.013581,1.0,0.68336,0.99989
5.1773e-05,5.1773e-05,0.0,0.5,1.0
0.00088939,0.00088939,0.0021536,0.9963,1.0
0.0071895,0.0071895,0.011615,0.99555,1.0
0.022761,0.022761,0.035015,0.99695,1.0
0.039666,0.039666,0.072335,0.996,1.0
0.047256,0.047256,0.1168,0.9907,1.0
0.04805,0.04805,0.16342,0.98977,0.99996
0.04805,0.04805,0.21106,0.99231,0.99983
0.04805,0.04805,0.25953,0.97448,0.99985
0.04805,0.04805,0.3089,0.92814,0.99998
0.04805,0.04805,0.3593,0.88248,1.0
0.04805,0.04805,0.41086,0.89068,1.0
0.04805,0.04805,0.46369,0.93574,1.0
0.04805,0.04805,0.51795,0.86937,1.0
0.04805,0.04805,0.57384,0.83293,1.0
0.047829,0.047829,0.63156,0.73293,1.0
0.047146,0.047145,0.69127,0.57579,1.0
0.046246,0.046245,0.75305,0.57684,1.0
0.045302,0.045302,0.81692,0.59804,1.0
0.044225,0.044225,0.88283,0.63196,1.0
0.043012,0.043012,0.95065,0.6979,1.0
0.04165,0.04165,0.99251,0.83814,1.0
0.040111,0.040111,1.0,0.94036,1.0
0.038344,0.038344,1.0,0.87633,1.0
0.036278,0.036279,1.0,0.7706,1.0
0.03382,0.033821,1.0,0.71807,1.0
0.030855,0.030856,1.0,0.69161,1.0
0.027268,0.027269,1.0,0.67834,1.0
0.022991,0.022992,1.0,0.67393,0.99998
0.018134,0.018134,1.0,0.67765,0.99989
0.013201,0.013201,1.0,0.69032,0.99966
0.0092711,0.0092715,1.0,0.71246,0.99952
0.0077308,0.0077311,1.0,0.72587,0.99951
5.2189e-05,5.2189e-05,0.0,0.5,1.0
0.00089637,0.00089637,0.002166,0.9976,1.0
0.0072354,0.0072354,0.011681,0.99687,1.0
0.022856,0.022856,0.035196,0.99828,1.0
0.039753,0.039753,0.07265,0.99722,1.0
0.047287,0.047287,0.11722,0.99172,1.0
0.04805,0.04805,0.16393,0.9908,0.99996
0.04805,0.04805,0.21164,0.99325,0.99983
0.04805,0.04805,0.26018,0.97538,0.99985
0.04805,0.04805,0.3096,0.92921,0.99998
0.04805,0.04805,0.36001,0.88088,1.0
0.04805,0.04805,0.41152,0.88238,1.0
0.04805,0.04805,0.46421,0.93374,1.0
0.04805,0.04805,0.51819,0.85976,1.0
0.04805,0.04805,0.57362,0.84573,1.0
0.047932,0.047931,0.63073,0.7589,1.0
0.047291,0.04729,0.68966,0.57398,1.0
0.046298,0.046298,0.75048,0.57437,1.0
0.04527,0.045269,0.8132,0.59531,1.0
0.044064,0.044064,0.87777,0.62924,1.0
0.042683,0.042682,0.94405,0.6975,1.0
0.041119,0.041118,0.98879,0.84662,1.0
0.039351,0.039351,1.0,0.93547,1.0
0.037336,0.037336,1.0,0.85167,1.0
0.035005,0.035006,1.0,0.74986,1.0
0.032261,0.032262,1.0,0.70311,1.0
0.028977,0.028978,1.0,0.68063,1.0
0.025014,0.025015,1.0,0.67085,1.0
0.020275,0.020276,1.0,0.67072,0.99998
0.014849,0.01485,1.0,0.68143,0.99989
0.0092711,0.0092715,1.0,0.71246,0.99952
0.0044918,0.004492,1.0,0.78499,0.99881
0.0024342,0.0024343,1.0,0.83486,0.99839
5.2334e-05,5.2334e-05,0.0,0.5,1.0
0.00089882,0.00089882,0.0021703,0.99803,1.0
0.0072514,0.0072514,0.011703,0.99729,1.0
0.022889,0.022889,0.035258,0.99872,1.0
0.039783,0.039783,0.072759,0.99768,1.0
0.047297,0.047297,0.11737,0.99219,1.0
0.04805,0.04805,0.1641,0.99136,0.99996
0.04805,0.04805,0.21184,0.9938,0.99983
0.04805,0.04805,0.2604,0.97559,0.99985
0.04805,0.04805,0.30984,0.92905,0.99998
0.04805,0.04805,0.36026,0.8805,1.0
0.04805,0.04805,0.41175,0.88163,1.0
0.04805,0.04805,0.46439,0.9319,1.0
0.04805,0.04805,0.51827,0.85292,1.0
0.04805,0.04805,0.57355,0.85016,1.0
0.047963,0.047963,0.63044,0.76854,1.0
0.047334,0.047334,0.68909,0.57329,1.0
0.046312,0.046311,0.74957,0.57357,1.0
0.045256,0.045255,0.81188,0.59433,1.0
0.044009,0.044008,0.87596,0.62807,1.0
0.042571,0.042571,0.94167,0.69681,1.0
0.040937,0.040937,0.98746,0.84848,1.0
0.039088,0.039088,1.0,0.93335,1.0
0.036983,0.036983,1.0,0.84392,1.0
0.034552,0.034553,1.0,0.74345,1.0
0.031698,0.031699,1.0,0.69829,1.0
0.028287,0.028288,1.0,0.67691,1.0
0.024173,0.024173,1.0,0.66818,1.0
0.019244,0.019244,1.0,0.66963,0.99998
0.01358,0.013581,1.0,0.68336,0.99989
0.0077308,0.0077311,1.0,0.72587,0.99951
0.0024342,0.0024343,1.0,0.83486,0.99839
1.9699e-11,2.1237e-11,1.0,0.91173,0.99757
